name,sex,latest_year,latest_rank,latest_count,first_year,total_count,origin_backgrounds,languages,scripts,variants,meaning,age_style_category,historical_significance_score,semantic_summary
Luna,F,2020,14,7770,1880,49323,Latin,en|la,Latin,Luna|Louna|Lune|Lunetta|Lunara|Selena,moon,timeless,0.6,"Luna is a Latin name meaning moon, a celestial Roman moon name with luminous, dreamy modern appeal. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ella,F,2020,15,7303,1880,321388,Germanic|Greek,en|de|el,Latin|Greek,Ella|Elle|Ellen|Elena|Ela|Elin,other or torch,classic,0.6,"Ella is a Germanic and Greek name meaning other or torch, a short name that can stand alone or echo Eleanor and Helen traditions. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Elizabeth,F,2020,16,7216,1880,1658880,Hebrew,en|he,Latin|Hebrew,Elizabeth|Eliza|Elise|Elsie|Elisabeth|Betty,my god is an oath,timeless,0.9,"Elizabeth is a Hebrew name meaning my god is an oath, a biblical and royal name with enormous historical reach and many graceful variants. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Sofia,F,2020,17,6926,1881,148425,Greek,en|el,Latin|Greek,Sofia|Sophia|Sophie|Sofie|Sofiya|Zofia,wisdom,timeless,0.9,"Sofia is a Greek name meaning wisdom, a philosophical Greek name revered through saints, churches, and global tradition. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Emily,F,2020,18,6856,1880,867276,Latin,en|la,Latin,Emily|Emilie|Emilia|Emely|Émilie|Milly,rival or eager,classic,0.7,"Emily is a Latin name meaning rival or eager, a Roman-rooted name with literary gentleness and long English popularity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Avery,F,2020,19,6698,1880,199364,Germanic|English,en|de,Latin,Avery|Averie|Averi|Averill|Alfred|Alberich,elf ruler,modern,0.4,"Avery is a Germanic and English name meaning elf ruler, a surname form with fairy-tale Germanic roots and polished unisex style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Mila,F,2020,20,6602,1881,55421,Slavic,en|ru,Latin|Cyrillic,Mila|Milena|Milica|Milla|Miley|Milos,gracious or dear,modern,0.5,"Mila is a Slavic name meaning gracious or dear, a soft Slavic name with affectionate meaning and sleek international style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Scarlett,F,2020,21,6455,1937,79795,English|Persian,en|fa,Latin,Scarlett|Scarlet|Scarlette|Scarletta|Scarlata,red cloth,modern,0.5,"Scarlett is an English and Persian name meaning red cloth, a vivid color and literary name with dramatic red imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Eleanor,F,2020,22,6335,1880,301600,Greek|French,en|el|fr,Latin|Greek,Eleanor|Eleanora|Elinor|Eleonora|Lenore|Nora,bright or other aenor,classic,0.8,"Eleanor is a Greek and French name meaning bright or other aenor, a queenly medieval name with literary dignity and luminous associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Madison,F,2020,23,6196,1880,401087,English|Germanic,en|de,Latin,Madison|Maddison|Madyson|Maddie|Maddisyn,son of maud,modern,0.4,"Madison is an English and Germanic name meaning son of maud, a surname-name turned feminine classic of modern English-language naming. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Layla,F,2020,24,6174,1950,100195,Arabic|Persian,en|ar|fa,Latin|Arabic,Layla|Leila|Laila|Lyla|Lila|Leyla,night,classic,0.7,"Layla is an Arabic and Persian name meaning night, a poetic night name celebrated in Arabic and Persian love literature. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Penelope,F,2020,25,6099,1880,78540,Greek,en|el,Latin|Greek,Penelope|Penélope|Penelopa|Penny|Nell|Popi,weaver,timeless,0.8,"Penelope is a Greek name meaning weaver, a Homeric name of loyalty, intelligence, and patient craft. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Aria,F,2020,26,6093,1900,65197,Italian|Hebrew|Sanskrit,en|it|he|sa,Latin|Hebrew|Devanagari,Aria|Arya|Ariya|Aarya|Ariah|Ari,air melody or noble,modern,0.5,"Aria is an Italian, Hebrew, and Sanskrit name meaning air melody or noble, a musical and multicultural name with airy sound and noble meanings. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Chloe,F,2020,27,6093,1880,223038,Greek,en|el,Latin|Greek,Chloe|Khloe|Chloë|Cloe|Chloé|Cloey,green shoot,timeless,0.8,"Chloe is a Greek name meaning green shoot, an ancient epithet of Demeter with springlike freshness and New Testament use. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Grace,F,2020,28,5569,1880,510138,Latin,en|la,Latin,Grace|Gracie|Gracelyn|Gracelynn|Gratia|Graça,favor or grace,timeless,0.8,"Grace is a Latin name meaning favor or grace, a Christian virtue name with elegance, mercy, and classic simplicity. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ellie,F,2020,29,5562,1880,76597,Greek|Hebrew|English,en|el|he,Latin|Greek|Hebrew,Ellie|Elli|Elly|Ella|Eleanor|Elizabeth,bright or pledged to god,modern,0.5,"Ellie is a Greek, Hebrew, and English name meaning bright or pledged to god, a friendly diminutive that draws from Eleanor and Elizabeth lineages. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Nora,F,2020,30,5550,1880,162851,Latin|Greek,en|la|el,Latin|Greek,Nora|Norah|Noreen|Honora|Eleanora|Noora,honor or light,classic,0.7,"Nora is a Latin and Greek name meaning honor or light, a concise vintage name with links to Honora, Eleanor, and luminous tradition. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Hazel,F,2020,31,5457,1880,274058,English,en,Latin,Hazel|Hazell|Hazelle|Haisley|Hasel|Hazal,hazel tree,modern,0.4,"Hazel is an English name meaning hazel tree, a nature name with woodland imagery and warm vintage revival style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Zoey,F,2020,32,5331,1967,94480,Greek,en|el,Latin|Greek,Zoey|Zoe|Zoie|Zoë|Zoya|Zoi,life,timeless,0.8,"Zoey is a Greek name meaning life, an ancient Greek and early Christian name with vibrant brevity. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Riley,F,2020,33,5309,1880,214993,Irish,en|ga,Latin,Riley|Rylee|Ryleigh|Rylie|Reilly|OReilly,valiant,modern,0.4,"Riley is an Irish name meaning valiant, an Irish surname-name with lively unisex energy and cheerful rhythm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Victoria,F,2020,34,5249,1880,506710,Latin,en|la,Latin,Victoria|Viktoria|Vittoria|Victorine|Tori|Vicky,victory,classic,0.9,"Victoria is a Latin name meaning victory, a Roman goddess and royal name with triumphant symbolism. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Lily,F,2020,35,5195,1880,158955,Latin|English,en|la,Latin,Lily|Lilly|Lillian|Liliana|Lilliana|Lilianna,lily flower,classic,0.6,"Lily is a Latin and English name meaning lily flower, a floral name family associated with purity, beauty, and vintage softness. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Aurora,F,2020,36,5184,1880,67367,Latin,en|la,Latin,Aurora|Aurore|Aurelia|Aurea|Rory|Aura,dawn,timeless,0.7,"Aurora is a Latin name meaning dawn, a Roman dawn goddess name with golden light and fairy-tale resonance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Violet,F,2020,37,5075,1880,152780,Latin|French,en|la|fr,Latin,Violet|Violette|Violetta|Viola|Iolanthe|Yolanda,purple flower,classic,0.6,"Violet is a Latin and French name meaning purple flower, a floral color name with delicate vintage charm and literary echoes. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Nova,F,2020,38,4940,1880,31238,Latin,en|la,Latin,Nova|Novah|Novia|Novella|Novalee|Novalie,new or star explosion,modern,0.4,"Nova is a Latin name meaning new or star explosion, a brief celestial word name with renewal and astronomical brightness. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Hannah,F,2020,39,4910,1880,444864,Hebrew,en|he,Latin|Hebrew,Hannah|Anna|Annie|Ana|Annabelle|Annalise,grace or favor,timeless,0.9,"Hannah is a Hebrew name meaning grace or favor, a biblical name family with gentle devotion and broad global use. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Emilia,F,2020,40,4750,1880,45463,Germanic|Latin,en|de|la,Latin,Emilia|Amelia|Amalia|Amelie|Amélie|Mia,work or rival,classic,0.7,"Emilia is a Germanic and Latin name meaning work or rival, a name family blending industrious Germanic roots with graceful Latin forms. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Zoe,F,2020,41,4725,1880,137271,Greek,en|el,Latin|Greek,Zoe|Zoey|Zoie|Zoë|Zoya|Zoi,life,timeless,0.8,"Zoe is a Greek name meaning life, an ancient Greek and early Christian name with vibrant brevity. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Stella,F,2020,42,4624,1880,184732,Latin,en|la,Latin,Stella|Estelle|Estella|Estrella|Stellina|Stela,star,classic,0.7,"Stella is a Latin name meaning star, a luminous Latin name with literary romance and night-sky imagery. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Everly,F,2020,43,4590,1944,26133,English|Germanic,en|de,Latin,Everly|Everleigh|Everlee|Everley|Everlie|Everlea,boar clearing,modern,0.2,"Everly is an English and Germanic name meaning boar clearing, a surname-style name with fashionable rhythm and woodland roots. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Isla,F,2020,44,4538,1886,30597,Scottish|Spanish|Turkish,en|gd|es|tr,Latin,Isla|Ayla|Ila|Eila|Islay|Aila,island or moon halo,modern,0.5,"Isla is a Scottish, Spanish, and Turkish name meaning island or moon halo, a soft place and word name with island, moonlight, and lyrical appeal. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Leah,F,2020,45,4482,1880,236249,Hebrew,en|he,Latin|Hebrew,Leah|Lia|Leia|Lea|Leya|Léa,weary or delicate,timeless,0.8,"Leah is a Hebrew name meaning weary or delicate, a biblical matriarch name with spare beauty and gentle international forms. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Lillian,F,2020,46,4468,1880,455882,Latin|English,en|la,Latin,Lillian|Lily|Lilly|Liliana|Lilliana|Lilianna,lily flower,classic,0.6,"Lillian is a Latin and English name meaning lily flower, a floral name family associated with purity, beauty, and vintage softness. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Addison,F,2020,47,4467,1880,143513,Germanic|English,en|de,Latin,Addison|Addilyn|Adelyn|Adalynn|Adalyn|Adeline,noble or son of adam,modern,0.4,"Addison is a Germanic and English name meaning noble or son of adam, a surname and noble-name family shaped by modern -lyn and -line forms. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Willow,F,2020,48,4345,1890,40755,English|Germanic,en|de,Latin,Willow|Willa|Wilhelmina|Wilma|Willoughby,willow tree or resolute protector,modern,0.4,"Willow is an English and Germanic name meaning willow tree or resolute protector, a nature name with graceful branches and a soft protective undertone. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Lucy,F,2020,49,4339,1880,212102,Latin,en|la,Latin,Lucy|Lucia|Lucille|Luciana|Lucie|Lucía,light,timeless,0.8,"Lucy is a Latin name meaning light, bright and graceful with saintly associations and a clear luminous image. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Paisley,F,2020,50,4333,1966,46136,Scottish,en|gd,Latin,Paisley|Paislee|Paisleigh|Paislie|Paisly|Paisli,church or patterned cloth,modern,0.3,"Paisley is a Scottish name meaning church or patterned cloth, a Scottish place and textile name with decorative modern flair. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Natalie,F,2020,51,4258,1880,362379,Latin|French,en|la|fr,Latin,Natalie|Natalia|Nathalie|Natasha|Natalee|Noelle,birth of the lord or christmas,classic,0.7,"Natalie is a Latin and French name meaning birth of the lord or christmas, a festive Christian name family tied to Christmas and elegant European use. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Naomi,F,2020,52,4066,1880,169075,Hebrew|Japanese,en|he|ja,Latin|Hebrew|CJK,Naomi|Noemi|Naomie|Noémi|Nomi|Naoma,pleasant or beautiful honesty,timeless,0.8,"Naomi is a Hebrew and Japanese name meaning pleasant or beautiful honesty, a biblical name with sweetness, resilience, and a soft international sound. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Eliana,F,2020,53,4038,1961,46759,Hebrew|Latin,en|he|la,Latin|Hebrew,Eliana|Elianna|Elliana|Eliyanna|Eliane|Aliana,my god has answered or sun,modern,0.7,"Eliana is a Hebrew and Latin name meaning my god has answered or sun, a flowing name blending Hebrew devotion with luminous Romance style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Brooklyn,F,2020,54,3989,1972,112162,English,en,Latin,Brooklyn|Brooks|Brooke|Brook|Brooklynn|Brooklee,brook or stream,modern,0.3,"Brooklyn is an English name meaning brook or stream, a nature and surname name family with fresh water imagery and urban-modern polish. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Elena,F,2020,55,3904,1880,85756,Greek,en|el,Latin|Greek,Elena|Helena|Helen|Elaina|Alaina|Alayna,torch or shining light,classic,0.8,"Elena is a Greek name meaning torch or shining light, a Helen-family name with classical beauty and queenly European forms. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Aubrey,F,2020,56,3886,1880,150545,Germanic|French,en|de|fr,Latin,Aubrey|Aubree|Aubrie|Aubry|Auberon|Aubrielle,elf ruler,modern,0.5,"Aubrey is a Germanic and French name meaning elf ruler, a medieval Norman name revived with delicate unisex charm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Claire,F,2020,57,3822,1880,196952,Latin,en|la,Latin,Claire|Clara|Clare|Chiara|Klara|Clarissa,bright or clear,classic,0.8,"Claire is a Latin name meaning bright or clear, a radiant Latin name family with saintly clarity and refined simplicity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Ivy,F,2020,58,3794,1880,61225,English,en,Latin,Ivy|Ivie|Ivey|Iva|Ivania|Ives,ivy plant,modern,0.4,"Ivy is an English name meaning ivy plant, a botanical name suggesting evergreen attachment and vintage freshness. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Kinsley,F,2020,59,3744,1978,33689,English,en,Latin,Kinsley|Kinley|Kensley|Kingsley|Kinslee|Kinsleigh,king's meadow,modern,0.2,"Kinsley is an English name meaning king's meadow, a surname-place name with royal imagery and fashionable -ley endings. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Audrey,F,2020,60,3735,1881,292701,Old English,en,Latin,Audrey|Aubrey|Etheldreda|Audra|Audree|Audrie,noble strength,classic,0.8,"Audrey is an Old English name meaning noble strength, a saintly Anglo-Saxon name made stylish by Audrey Hepburn. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Maya,F,2020,61,3696,1940,103254,Sanskrit|Greek|Hebrew,en|sa|el|he,Latin|Devanagari|Greek|Hebrew,Maya|Maia|Mya|Maja|Miya,illusion water or good mother,timeless,0.7,"Maya is a Sanskrit, Greek, and Hebrew name meaning illusion water or good mother, a compact multicultural name with mythic, spiritual, and natural layers. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Genesis,F,2020,62,3654,1964,78319,Greek,en|el,Latin|Greek,Genesis|Genisis|Genesee|Genevieve|Genesia|Génesis,beginning or origin,modern,0.6,"Genesis is a Greek name meaning beginning or origin, a biblical book-title name with creation imagery and a bold contemporary sound. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Skylar,F,2020,63,3608,1959,92068,Dutch|English|Scottish,en|nl|gd,Latin,Skylar|Skyler|Schuyler|Sky|Skye|Skyla,scholar or sky,modern,0.3,"Skylar is a Dutch, English, and Scottish name meaning scholar or sky, a surname-name reshaped by airy sky imagery and modern unisex style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Bella,F,2020,64,3590,1880,70074,Hebrew|Spanish|Italian,en|he|es|it,Latin|Hebrew,Bella|Isabella|Isabelle|Isabel|Izabella|Isobel,my god is an oath,timeless,0.8,"Bella is a Hebrew, Spanish, and Italian name meaning my god is an oath, a royal Elizabeth form with romantic Romance-language elegance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Aaliyah,F,2020,65,3550,1976,94808,Arabic|Hebrew,en|ar|he,Latin|Arabic|Hebrew,Aaliyah|Aliyah|Alia|Alaya|Alayah|Aleah,ascending or exalted,modern,0.6,"Aaliyah is an Arabic and Hebrew name meaning ascending or exalted, a spiritual name of elevation with Arabic and Hebrew resonance. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Madelyn,F,2020,66,3520,1890,98448,Hebrew|Greek|French,en|he|el|fr,Latin|Hebrew|Greek,Madelyn|Madeline|Madeleine|Madilyn|Madelynn|Magdalene,from magdala,classic,0.8,"Madelyn is a Hebrew, Greek, and French name meaning from magdala, a Magdalene-derived name with saintly depth and French literary softness. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Savannah,F,2020,67,3515,1880,177605,Spanish|English,en|es,Latin,Savannah|Savana|Savanna|Savanah|Sabana|Savina,treeless plain,modern,0.4,"Savannah is a Spanish and English name meaning treeless plain, a landscape name with warm Southern and open-grassland imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Anna,F,2020,68,3479,1880,903035,Hebrew,en|he,Latin|Hebrew,Anna|Hannah|Annie|Ana|Annabelle|Annalise,grace or favor,timeless,0.9,"Anna is a Hebrew name meaning grace or favor, a biblical name family with gentle devotion and broad global use. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Delilah,F,2020,69,3384,1880,46490,Hebrew,en|he,Latin|Hebrew,Delilah|Dalila|Delila|Dilah|Lila,delicate or languishing,timeless,0.8,"Delilah is a Hebrew name meaning delicate or languishing, a biblical name with seductive literary drama and a soft lyrical sound. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Serenity,F,2020,70,3366,1972,64313,Latin|English,en|la,Latin,Serenity|Serena|Serene|Seren|Serenella,peaceful calm,modern,0.4,"Serenity is a Latin and English name meaning peaceful calm, a virtue name with tranquil imagery and soothing contemporary appeal. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Caroline,F,2020,71,3345,1880,236167,Germanic|French,en|de|fr,Latin,Caroline|Charlotte|Carolina|Carlotta|Charlotta|Lottie,free woman,classic,0.9,"Caroline is a Germanic and French name meaning free woman, a royal feminine Charles form with elegant European polish. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Kennedy,F,2020,72,3342,1912,85125,Irish|Gaelic,en|ga,Latin,Kennedy|Kenna|Kendra|Kennet|Kennedie|Kennadi,helmeted head,modern,0.5,"Kennedy is an Irish and Gaelic name meaning helmeted head, an Irish surname-name with political glamour and crisp unisex energy. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Valentina,F,2020,73,3331,1897,43831,Latin,en|la,Latin,Valentina|Valeria|Valerie|Valery|Valentino|Valentin,strong or healthy,classic,0.8,"Valentina is a Latin name meaning strong or healthy, a Roman name family with romantic strength and saintly associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Ruby,F,2020,74,3308,1880,361811,Latin,en|la,Latin,Ruby|Rubí|Rubie|Rubi|Rubina|Reuben,red gemstone,classic,0.5,"Ruby is a Latin name meaning red gemstone, a jewel name with vivid color, warmth, and vintage sweetness. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Sophie,F,2020,75,3287,1880,120581,Greek,en|el,Latin|Greek,Sophie|Sophia|Sofia|Sofie|Sofiya|Zofia,wisdom,timeless,0.9,"Sophie is a Greek name meaning wisdom, a philosophical Greek name revered through saints, churches, and global tradition. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Alice,F,2020,76,3268,1880,572559,Germanic|French,en|de|fr,Latin,Alice|Alicia|Alyssa|Alison|Allison|Allie,noble kind,classic,0.8,"Alice is a Germanic and French name meaning noble kind, a medieval noble name made literary by Alice in Wonderland and many variants. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Gabriella,F,2020,77,3197,1890,123683,Hebrew,en|he,Latin|Hebrew,Gabriella|Gabriel|Gabriël|Gavriel|Gabriela|Gabrielle,god is my strength,timeless,0.9,"Gabriella is a Hebrew name meaning god is my strength, an archangelic name with musical softness and major religious weight. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Sadie,F,2020,78,3174,1880,131771,Hebrew,en|he,Latin|Hebrew,Sadie|Sarah|Sara|Sarai|Sade|Saira,princess,timeless,0.8,"Sadie is a Hebrew name meaning princess, a bright diminutive and variant family of the biblical matriarch Sarah. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ariana,F,2020,79,3136,1957,107080,Greek|Hebrew,en|el|he,Latin|Greek|Hebrew,Ariana|Arianna|Arielle|Ariella|Ariel|Ariadne,most holy or lion of god,classic,0.7,"Ariana is a Greek and Hebrew name meaning most holy or lion of god, a flowing name family with classical myth and Hebrew angelic imagery. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Allison,F,2020,80,3132,1880,309152,Germanic|French,en|de|fr,Latin,Allison|Alice|Alicia|Alyssa|Alison|Allie,noble kind,classic,0.8,"Allison is a Germanic and French name meaning noble kind, a medieval noble name made literary by Alice in Wonderland and many variants. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Hailey,F,2020,81,3129,1922,167348,English,en,Latin,Hailey|Hayley|Haley|Haleigh|Hailee|Haylee,hay clearing,modern,0.3,"Hailey is an English name meaning hay clearing, an English surname-place name with sunny late-century appeal. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
